,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
4975,51675569,0.58,True,Centrum-West,52.38,4.88,Private room,2,1,1,7,173.0,2,365,True,6,6,4.91,False,86.5,346,0.07,0.24,0.2,4.99,0.2191780821917808,981.9041095890411
4976,51679327,0.97,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,9,250.0,3,30,True,0,0,4.63,False,125.0,750,0.08,0.13,0.32,4.99,0.01643835616438356,1351.3698630136987
4978,51700004,0.93,True,Zuid,52.34,4.87,Private room,2,1,1,11,216.0,2,365,True,5,2,4.8,True,108.0,432,0.07,0.16,0.19,4.99,0.5616438356164384,988.7260273972603
4979,51701187,0.75,False,Oud-Oost,52.34,4.92,Entire home/apt,4,2,2,9,220.0,5,5,True,0,0,5.0,False,55.0,1100,0.1,0.24,0.3,4.99,0.2328767123287671,1100.0
4980,51709813,1.0,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,11,249.0,3,21,True,0,2,5.0,False,62.25,747,0.06,0.09,0.22,4.99,0.0,1245.013698630137
4981,51718773,0.88,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,1,170.0,3,1125,True,0,0,5.0,False,85.0,510,0.07,0.24,0.19,4.99,0.0,850.0
4982,51740560,0.6,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,4,130.0,7,30,True,0,0,5.0,False,65.0,910,0.09,0.13,0.18,4.99,0.019178082191780823,650.0
4983,51741714,1.0,True,Slotervaart,52.38,4.832,Private room,2,1,1,6,92.0,4,45,True,0,1,4.9,False,46.0,368,0.04,0.11,0.15,4.99,0.3095890410958904,471.35616438356163
4985,51760555,0.59,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,6,85.0,2,365,True,0,0,5.0,False,42.5,170,0.06,0.13,0.16,4.99,0.0,512.4109589041096
4987,51790429,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,5,177.0,2,30,True,0,0,4.88,True,88.5,354,0.07,0.15,0.19,4.99,0.0,885.0
4990,51812668,0.5,False,Bos en Lommer,52.38,4.85,Entire home/apt,2,1,1,7,145.0,4,365,True,8,0,5.0,False,72.5,580,0.05,0.17,0.18,4.99,0.0273972602739726,747.6027397260274
4999,51914508,1.0,False,Westerpark,52.38,4.88,Entire home/apt,2,1,2,9,140.0,3,31,True,0,0,5.0,False,70.0,420,0.07,0.07,0.17,4.99,0.0,700.0
5000,51918907,0.0,False,Zuid,52.34,4.85,Entire home/apt,2,1,2,9,124.0,4,365,True,0,0,5.0,False,62.0,496,0.06,0.15,0.13,4.99,0.0,621.3698630136986
5002,51938910,0.75,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,2,1,1,6,100.0,3,14,True,0,0,4.67,False,50.0,300,0.07,0.19,0.19,4.99,0.0,500.0
5003,51942332,1.0,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,3,2,1,10,225.0,7,365,True,3,0,5.0,False,75.0,1575,0.08,0.14,0.26,4.99,0.2821917808219178,1125.0
5006,51961765,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Private room,3,1,2,4,90.0,1,365,True,16,2,4.42,True,30.0,90,0.06,0.13,0.15,4.99,0.9534246575342465,542.054794520548
5010,51977694,0.89,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,11,202.0,60,60,True,30,0,4.5,True,101.0,12120,0.09,0.23,0.29,4.99,0.2465753424657534,944.1095890410959
5014,51984973,0.56,False,Centrum-Oost,52.38,4.926,Private room,2,1,1,8,133.0,3,7,True,0,1,5.0,False,66.5,399,0.07,0.23,0.18,4.99,0.42191780821917807,665.0
5015,51993975,0.6,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,2,14,350.0,4,365,True,0,0,5.0,False,87.5,1400,0.13,0.17,0.22,4.99,0.0,1692.4657534246576
5016,51999409,0.53,False,Centrum-Oost,52.38,4.92,Private room,2,1,2,7,133.0,3,7,True,0,1,5.0,False,66.5,399,0.05,0.17,0.21,4.99,0.4547945205479452,665.082191780822
5023,52119859,1.0,True,Westerpark,52.38,4.87,Entire home/apt,2,1,1,11,200.0,3,3,True,0,1,4.92,True,100.0,600,0.1,0.14,0.17,4.99,0.0136986301369863,1000.0
5024,52120325,1.0,True,Centrum-Oost,52.38,4.9,Private room,2,1,1,3,32.0,2,1125,True,0,1,4.52,True,16.0,64,0.1,0.11,0.13,0.99,0.20821917808219179,743.931506849315
5025,52124179,0.5,False,Centrum-Oost,52.38,4.92,Private room,4,2,3,7,257.0,3,7,True,0,0,5.0,False,64.25,771,0.08,0.18,0.23,4.99,0.39452054794520547,1285.0
5027,52137043,0.36,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,3,1,1,1,130.0,4,365,True,3,0,4.67,False,43.34,520,0.07,0.24,0.18,4.99,0.049315068493150684,774.3287671232877
5028,52141403,0.77,False,Oud-Oost,52.34,4.918,Entire home/apt,2,1,1,10,194.0,5,365,True,0,2,5.0,False,97.0,970,0.07,0.19,0.19,4.99,0.4383561643835616,999.1917808219179
5031,52182300,0.67,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,5,75.0,3,6,True,0,0,5.0,False,37.5,225,0.06,0.13,0.15,4.99,0.0,375.0
5033,52200536,0.16,False,Centrum-West,52.38,4.89,Entire home/apt,2,1,1,6,160.0,3,1125,True,0,0,5.0,False,80.0,480,0.08,0.2,0.21,4.99,0.0,800.0
5036,52231889,1.0,True,Geuzenveld - Slotermeer,52.38,4.777,Entire home/apt,4,1,2,10,309.0,1,1125,True,0,2,4.43,True,77.25,309,0.1,0.08,0.14,4.99,0.00821917808219178,1496.2465753424658
5038,52277444,1.0,False,Noord-Oost,52.4,4.96,Entire home/apt,4,1,2,12,200.0,3,365,True,11,2,5.0,True,50.0,600,0.03,0.25,0.21,4.99,0.863013698630137,1000.0
5039,52293145,0.94,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,2,150.0,4,8,True,0,0,5.0,True,75.0,600,0.08,0.19,0.21,4.99,0.0,750.0
5045,52341614,0.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,10,250.0,5,365,True,0,0,5.0,False,125.0,1250,0.14,0.21,0.22,4.99,0.03561643835616438,1257.5342465753424
5049,52364582,1.0,True,Westerpark,52.38,4.883,Entire home/apt,2,1,1,9,80.0,3,1125,True,0,0,4.93,False,40.0,240,0.04,0.11,0.14,4.99,0.0,423.5890410958904
5051,52379595,0.7,True,Centrum-Oost,52.38,4.914,Private room,2,1,1,4,104.0,3,30,True,2,7,4.96,True,52.0,312,0.06,0.13,0.13,4.99,0.1780821917808219,511.1095890410959
5052,52393761,0.33,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,2,1,9,250.0,21,1125,True,0,0,5.0,False,125.0,5250,0.07,0.18,0.21,4.99,0.13150684931506848,1250.0
5053,52397920,0.53,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,2,1,1,9,200.0,7,7,True,0,0,5.0,False,100.0,1400,0.08,0.2,0.22,4.99,0.4246575342465753,1000.0
5055,52434885,0.59,False,Centrum-West,52.38,4.887,Private room,2,1,2,6,155.0,3,15,True,6,1,5.0,False,77.5,465,0.07,0.19,0.18,4.99,0.8301369863013699,775.0
5056,52446842,0.02,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,4,250.0,7,1125,True,0,0,5.0,False,125.0,1750,0.08,0.14,0.23,4.99,0.4273972602739726,1250.0
5060,52481219,0.34,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,8,200.0,3,365,True,1,2,4.75,False,50.0,600,0.09,0.12,0.15,4.99,0.0410958904109589,1389.7534246575342
5061,52482358,0.8,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,8,159.0,4,12,True,5,1,5.0,False,79.5,636,0.07,0.17,0.19,4.99,0.0136986301369863,755.3698630136986
5064,52530556,0.0,False,Oud-Noord,52.38,4.914,Entire home/apt,3,1,1,10,135.0,5,30,True,4,1,5.0,False,45.0,675,0.08,0.2,0.19,4.99,0.5808219178082191,618.082191780822
5067,52545324,0.54,False,Westerpark,52.4,4.88,Entire home/apt,4,3,3,11,149.0,1,100,True,0,1,5.0,False,37.25,149,0.05,0.15,0.19,4.99,0.010958904109589041,759.1643835616438
5069,52564798,1.0,True,Centrum-Oost,52.38,4.926,Private room,4,1,2,8,134.0,3,365,True,5,4,5.0,True,33.5,402,0.05,0.12,0.14,4.99,0.4794520547945205,714.4109589041096
5070,52575047,0.48,True,De Pijp - Rivierenbuurt,52.34,4.9,Private room,2,1,1,5,175.0,3,30,True,0,5,4.91,False,87.5,525,0.07,0.1,0.22,4.99,0.7123287671232876,875.4657534246576
5071,52576812,0.24,False,Bos en Lommer,52.38,4.848,Private room,1,1,1,2,50.0,14,180,True,1,1,4.31,False,50.0,700,0.04,0.12,0.15,2.99,0.1863013698630137,250.0
5072,52581242,0.75,False,Slotervaart,52.34,4.83,Entire home/apt,2,1,1,2,90.0,28,30,True,0,0,5.0,False,45.0,2520,0.05,0.1,0.17,4.99,0.0,450.0
5074,52587724,0.7,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,6,149.0,2,7,True,1,3,5.0,False,74.5,298,0.07,0.19,0.15,4.99,0.2684931506849315,1047.3972602739725
5075,52588678,1.0,False,Noord-Oost,52.4,4.96,Entire home/apt,4,2,2,13,220.0,3,365,True,12,3,4.6,True,55.0,660,0.08,0.2,0.21,4.99,0.8301369863013699,1100.0
5076,52598793,0.93,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,2,1,1,9,299.0,7,182,True,16,1,5.0,True,149.5,2093,0.04,0.17,0.21,4.99,0.5205479452054794,1587.1780821917807
5078,52630801,0.97,True,Centrum-West,52.38,4.89,Private room,2,1,1,8,242.0,1,365,True,20,1,4.92,False,121.0,242,0.08,0.17,0.19,4.99,0.6301369863013698,971.6575342465753
5079,52630965,0.96,False,Centrum-West,52.38,4.883,Shared room,4,1,3,19,526.0,2,360,True,12,0,4.6,True,131.5,1052,0.06,0.2,0.17,10.99,0.03287671232876712,2149.958904109589
5080,52643853,0.66,False,Zuid,52.34,4.875,Entire home/apt,4,2,2,11,299.0,5,1125,True,0,1,4.45,True,74.75,1495,0.11,0.26,0.19,4.99,0.0,1583.2739726027398
5081,52645790,0.52,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,2,2,2,14,307.0,7,12,True,4,0,5.0,False,153.5,2149,0.09,0.29,0.23,4.99,0.057534246575342465,1507.876712328767
5083,52662633,0.8,False,Centrum-West,52.38,4.895,Entire home/apt,4,2,6,15,260.0,14,23,True,0,0,5.0,True,65.0,3640,0.08,0.18,0.18,4.99,0.13424657534246576,1300.0
5084,52684860,0.17,False,Centrum-Oost,52.38,4.89,Entire home/apt,2,1,1,9,320.0,3,30,True,0,0,5.0,False,160.0,960,0.09,0.28,0.36,4.99,0.1589041095890411,1600.0
5085,52685673,1.0,False,Oud-Oost,52.38,4.91,Entire home/apt,4,2,1,18,457.0,4,4,True,1,0,4.27,True,114.25,1828,0.08,0.21,0.28,10.99,0.0027397260273972603,2395.6164383561645
5086,52687629,1.0,True,De Pijp - Rivierenbuurt,52.34,4.9,Private room,2,1,1,10,175.0,3,14,True,0,7,5.0,True,87.5,525,0.08,0.16,0.18,4.99,0.7561643835616438,875.972602739726
5089,52712134,0.54,False,Centrum-West,52.38,4.875,Entire home/apt,4,2,2,12,300.0,3,365,True,0,0,5.0,False,75.0,900,0.08,0.23,0.2,4.99,0.0547945205479452,1517.5342465753424
5091,52716821,0.79,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,9,154.0,4,21,True,0,0,5.0,False,77.0,616,0.07,0.13,0.24,4.99,0.0,770.0
5095,52728249,0.7,False,Oud-Oost,52.38,4.906,Entire home/apt,3,2,2,10,210.0,7,365,True,0,3,5.0,False,70.0,1470,0.08,0.14,0.22,4.99,0.3178082191780822,1063.6986301369864
5096,52747627,0.23,False,De Pijp - Rivierenbuurt,52.34,4.902,Private room,1,1,1,7,90.0,6,180,True,7,2,5.0,True,90.0,540,0.04,0.15,0.16,4.99,0.3178082191780822,627.8082191780821
5101,52818992,0.4,False,Westerpark,52.38,4.875,Entire home/apt,2,1,1,1,130.0,4,365,True,0,0,5.0,False,65.0,520,0.07,0.17,0.16,4.99,0.4301369863013699,650.0
5107,52849571,0.74,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,13,346.0,3,365,True,3,2,5.0,False,173.0,1038,0.11,0.27,0.17,4.99,0.00821917808219178,1634.9315068493152
5114,52855508,0.84,True,Oud-Noord,52.38,4.902,Private room,4,1,1,23,613.0,1,1125,True,16,0,4.88,True,153.2,613,0.11,0.13,0.36,10.99,0.8958904109589041,2024.7671232876712
5117,52873136,1.0,True,Zuid,52.38,4.883,Private room,2,1,1,15,361.0,1,365,True,18,0,4.0,True,180.5,361,0.07,0.22,0.18,4.99,0.936986301369863,1884.835616438356
5118,52873231,0.93,False,Centrum-Oost,52.38,4.89,Private room,1,1,1,6,122.0,1,60,True,0,9,4.54,True,122.0,122,0.07,0.16,0.15,4.99,0.0,1330.8219178082193
5119,52873591,1.0,True,Zuid,52.38,4.883,Private room,2,1,1,13,398.0,1,1125,True,28,0,4.5,True,199.0,398,0.1,0.14,0.27,4.99,0.9726027397260274,1977.6849315068494
5120,52873660,1.0,True,Zuid,52.38,4.883,Private room,3,1,1,19,495.0,1,1125,True,24,0,4.86,True,165.0,495,0.1,0.3,0.25,10.99,0.9671232876712329,2194.849315068493
5123,52874661,0.67,True,Zuid,52.38,4.883,Private room,2,1,2,14,397.0,1,1125,True,27,1,5.0,True,198.5,397,0.04,0.26,0.26,4.99,0.9534246575342465,1981.4657534246576
5124,52877343,1.0,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,2,1,1,1,150.0,3,365,True,0,1,5.0,True,75.0,450,0.06,0.16,0.22,4.99,0.4246575342465753,750.0
5125,52890371,0.88,True,Zuid,52.34,4.87,Private room,2,1,1,7,213.0,2,1125,True,13,0,5.0,True,106.5,426,0.09,0.2,0.21,4.99,0.589041095890411,1042.164383561644
5127,52894862,0.46,False,Noord-West,52.4,4.914,Entire home/apt,5,3,4,5,220.0,3,365,True,0,2,4.4,False,44.0,660,0.06,0.15,0.23,4.99,0.0,1221.5753424657535
5128,52913830,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,10,200.0,3,30,True,0,0,5.0,False,100.0,600,0.07,0.2,0.26,4.99,0.0,1000.0
5129,52927383,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,6,158.0,4,1125,True,1,2,5.0,True,79.0,632,0.08,0.16,0.2,4.99,0.6191780821917808,789.2465753424658
5132,52942756,0.73,False,Osdorp,52.34,4.812,Entire home/apt,4,2,2,15,366.0,3,14,True,17,0,5.0,False,91.5,1098,0.05,0.19,0.28,4.99,0.6821917808219178,1990.6849315068494
5134,52947886,1.0,True,Noord-West,52.4,4.887,Private room,2,1,1,11,126.0,1,25,True,7,0,5.0,True,63.0,126,0.07,0.14,0.2,4.99,0.024657534246575342,522.1917808219179
5139,52979602,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Entire home/apt,4,2,2,22,611.0,1,1125,True,0,1,4.5,True,152.8,611,0.06,0.41,0.29,10.99,0.39452054794520547,2498.4246575342468
5142,52998800,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Private room,2,1,1,13,266.0,1,1125,True,24,3,4.32,True,133.0,266,0.05,0.27,0.25,4.99,0.9452054794520548,889.5205479452055
5143,52998803,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Private room,4,2,3,27,661.0,1,1125,True,4,0,4.18,True,165.2,661,0.14,0.17,0.26,10.99,0.8136986301369863,2709.72602739726
5146,53019422,0.83,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,12,307.0,2,30,True,8,0,5.0,False,153.5,614,0.13,0.21,0.24,4.99,0.021917808219178082,736.7123287671233
5147,53020790,0.35,False,Bos en Lommer,52.38,4.86,Entire home/apt,4,2,2,8,200.0,7,30,True,10,3,5.0,False,50.0,1400,0.11,0.13,0.27,4.99,0.0273972602739726,1003.082191780822
5149,53039659,1.0,True,Centrum-West,52.38,4.9,Entire home/apt,7,4,7,21,614.0,1,365,True,0,0,4.56,True,87.7,614,0.24,0.31,0.28,10.99,0.8273972602739726,3207.109589041096
5150,53041583,0.83,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,15,266.0,3,6,True,0,2,5.0,True,133.0,798,0.08,0.17,0.2,4.99,0.0958904109589041,1251.5068493150684
5151,53049528,0.0,False,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,9,149.0,6,30,True,4,0,5.0,False,74.5,894,0.05,0.16,0.17,4.99,0.44931506849315067,745.0
5153,53073076,0.95,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,4,185.0,3,1125,True,0,0,5.0,False,92.5,555,0.08,0.17,0.2,4.99,0.0,1012.5342465753424
5155,53077415,0.39,False,Gaasperdam - Driemond,52.28,4.97,Entire home/apt,2,1,1,1,100.0,1,1125,True,5,0,5.0,False,50.0,100,0.06,0.14,0.18,4.99,0.01643835616438356,496.3013698630137
5160,53104553,0.71,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,2,1,1,1,80.0,7,30,True,0,0,5.0,False,40.0,560,0.06,0.1,0.16,4.99,0.06027397260273973,408.28767123287673
5163,53120910,1.0,True,Centrum-West,52.38,4.902,Entire home/apt,6,3,6,17,589.0,1,365,True,3,0,3.99,True,98.2,589,0.04,0.31,0.33,10.99,0.821917808219178,3030.068493150685
5164,53121415,1.0,True,Centrum-West,52.38,4.902,Entire home/apt,6,2,6,10,446.0,1,365,True,4,0,4.61,True,74.3,446,0.12,0.1,0.18,10.99,0.873972602739726,2532.671232876712
5165,53122889,0.46,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,2,166.0,2,365,True,8,0,4.67,False,83.0,332,0.08,0.21,0.16,4.99,0.39452054794520547,834.931506849315
5166,53139571,0.92,True,Centrum-West,52.38,4.9,Entire home/apt,5,2,5,18,550.0,1,365,True,3,1,4.2,True,110.0,550,0.06,0.33,0.32,10.99,0.8904109589041096,2514.5205479452056
5167,53139800,0.6,True,Centrum-West,52.38,4.9,Entire home/apt,6,4,6,16,533.0,1,365,True,5,0,4.56,True,88.8,533,0.1,0.26,0.36,10.99,0.821917808219178,3126.4246575342468
5168,53140075,0.82,True,Centrum-West,52.38,4.9,Entire home/apt,5,2,5,15,471.0,1,365,True,4,0,4.82,True,94.2,471,0.11,0.23,0.3,10.99,0.8301369863013699,2599.109589041096
5170,53149234,0.98,False,Watergraafsmeer,52.34,4.92,Entire home/apt,2,1,1,9,99.0,3,30,True,4,0,4.63,False,49.5,297,0.06,0.13,0.16,4.99,0.17534246575342466,463.986301369863
5172,53150158,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Private room,4,2,2,7,367.0,3,1001,True,16,3,4.88,False,91.75,1101,0.08,0.19,0.25,4.99,0.4876712328767123,2401.945205479452
5174,53180397,0.9,False,Centrum-West,52.38,4.89,Private room,2,1,1,4,140.0,3,28,True,4,1,5.0,False,70.0,420,0.07,0.12,0.17,4.99,0.810958904109589,718.6849315068494
5179,53207696,0.89,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,3,100.0,4,30,True,0,0,5.0,False,50.0,400,0.06,0.17,0.18,4.99,0.0,568.931506849315
5185,53247167,1.0,True,Noord-West,52.4,4.887,Private room,2,1,1,9,122.0,1,25,True,7,3,5.0,True,61.0,122,0.06,0.21,0.17,4.99,0.024657534246575342,591.6849315068494
5186,53247697,0.99,False,Oud-Oost,52.38,4.918,Shared room,1,1,2,4,65.0,1,1125,True,27,5,3.57,True,65.0,65,0.05,0.13,0.16,2.99,0.6493150684931507,372.5753424657534
5187,53248489,1.0,True,Noord-West,52.4,4.887,Private room,4,2,2,11,220.0,2,1125,True,10,2,4.77,True,55.0,440,0.08,0.14,0.24,4.99,0.3698630136986301,1247.2739726027398
5188,53248887,0.56,False,Centrum-West,52.38,4.895,Private room,2,1,1,6,128.0,3,365,True,0,0,5.0,True,64.0,384,0.06,0.13,0.18,4.99,0.0,640.0
5193,53274069,0.6,False,Oud-Oost,52.34,4.918,Entire home/apt,4,3,2,15,210.0,4,25,True,0,1,5.0,False,52.5,840,0.09,0.13,0.24,4.99,0.005479452054794521,1050.0
5194,53285688,0.8,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,2,20,550.0,3,1125,True,1,1,4.61,True,275.0,1650,0.1,0.19,0.34,10.99,0.7863013698630137,2750.013698630137
5199,53321185,0.35,False,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,1,103.0,4,30,True,2,1,5.0,False,51.5,412,0.06,0.14,0.15,4.99,0.06301369863013699,700.2739726027397
5200,53338606,0.96,True,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,3,2,2,7,179.0,3,365,True,11,0,5.0,False,59.66,537,0.08,0.27,0.24,4.99,0.5342465753424658,895.0
5203,53352974,1.0,False,De Baarsjes - Oud-West,52.38,4.855,Private room,3,1,2,6,110.0,2,365,True,10,3,4.9,True,36.66,220,0.07,0.16,0.16,4.99,0.2136986301369863,550.0
5209,53389641,0.18,False,Oostelijk Havengebied - Indische Buurt,52.38,4.953,Entire home/apt,2,1,1,9,183.0,3,10,True,1,1,5.0,False,91.5,549,0.09,0.17,0.19,4.99,0.6794520547945205,1006.3013698630137
5210,53390946,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Private room,2,1,1,9,281.0,1,1125,True,21,1,5.0,True,140.5,281,0.13,0.23,0.27,4.99,0.9561643835616438,964.5205479452055
5211,53391192,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Private room,2,1,1,6,291.0,1,1125,True,15,0,3.5,True,145.5,291,0.13,0.25,0.25,4.99,0.9424657534246575,1014.5205479452055
5213,53391440,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Private room,3,1,1,7,311.0,1,1125,True,11,0,4.22,True,103.7,311,0.11,0.32,0.33,4.99,0.8273972602739726,1114.5205479452054
5222,53442790,0.62,False,Centrum-West,52.38,4.89,Entire home/apt,2,1,1,7,215.0,3,12,True,0,2,5.0,False,107.5,645,0.13,0.2,0.23,4.99,0.0,1075.0
5223,53453495,1.0,False,Noord-Oost,52.38,5.0,Entire home/apt,4,3,3,15,400.0,3,7,True,0,1,5.0,False,100.0,1200,0.15,0.18,0.25,10.99,0.5095890410958904,2000.0
5224,53470378,1.0,False,Oud-Oost,52.34,4.914,Entire home/apt,2,1,1,7,150.0,15,365,True,0,0,5.0,False,75.0,2250,0.07,0.22,0.18,4.99,0.0,750.0
5226,53478823,0.54,False,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,4,2,2,17,343.0,3,21,True,0,2,4.8,False,85.75,1029,0.1,0.11,0.21,4.99,0.473972602739726,1697.890410958904
5229,53495461,0.49,False,Centrum-West,52.38,4.89,Entire home/apt,4,2,2,7,264.0,3,27,True,0,0,5.0,True,66.0,792,0.05,0.06,0.17,4.99,0.0,1329.4520547945206
5231,53508687,0.0,False,Centrum-West,52.38,4.883,Entire home/apt,4,2,2,38,1186.0,21,1125,True,21,0,4.72,True,296.5,24906,0.06,0.13,0.29,10.99,0.8767123287671232,3054.794520547945
5232,53528358,0.04,False,Zuid,52.34,4.855,Entire home/apt,2,1,1,8,90.0,14,33,True,0,0,5.0,False,45.0,1260,0.06,0.1,0.18,4.99,0.0,450.0
5234,53544518,0.56,False,Centrum-West,52.38,4.887,Private room,4,1,4,12,333.0,1,99,True,7,0,4.67,True,83.25,333,0.04,0.18,0.19,4.99,0.5917808219178082,1683.7260273972602
5238,53559188,0.54,False,Centrum-West,52.38,4.887,Entire home/apt,4,1,3,3,229.0,4,1125,True,0,1,4.88,False,57.25,916,0.1,0.16,0.2,4.99,0.0,1145.0
5239,53563435,0.39,False,Oud-Noord,52.4,4.906,Entire home/apt,4,2,2,6,225.0,4,31,True,4,1,5.0,False,56.25,900,0.12,0.17,0.21,4.99,0.010958904109589041,1240.150684931507
5243,53578745,0.33,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,2,1,1,1,120.0,2,30,True,0,0,5.0,False,60.0,240,0.06,0.18,0.19,4.99,0.0,600.0
5246,53585990,0.46,False,Centrum-West,52.38,4.887,Private room,3,1,2,9,263.0,1,99,True,7,0,5.0,True,87.7,263,0.16,0.24,0.18,4.99,0.5068493150684932,1419.7534246575342
5247,53588606,0.57,False,Oostelijk Havengebied - Indische Buurt,52.38,4.95,Entire home/apt,4,2,3,9,165.0,5,14,True,0,0,5.0,False,41.25,825,0.07,0.23,0.21,4.99,0.6712328767123288,833.6301369863014
5253,53669920,0.75,False,Centrum-West,52.38,4.883,Private room,4,2,3,10,185.0,3,365,True,0,4,4.6,False,46.25,555,0.08,0.11,0.21,4.99,0.08493150684931507,1034.890410958904
5254,53677632,0.0,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,3,2,1,6,240.0,3,365,True,0,0,5.0,False,80.0,720,0.1,0.24,0.2,4.99,0.4246575342465753,1200.0
5258,53702944,0.46,False,Zuid,52.34,4.863,Entire home/apt,2,1,1,8,150.0,4,365,True,0,0,5.0,False,75.0,600,0.04,0.15,0.23,4.99,0.0136986301369863,757.3972602739726
5260,53720274,0.65,False,Centrum-West,52.38,4.887,Private room,2,1,2,13,228.0,1,99,True,8,1,3.91,True,114.0,228,0.09,0.21,0.18,4.99,0.5561643835616439,1163.1780821917807
5262,53737795,0.51,True,Centrum-Oost,52.38,4.91,Private room,2,1,1,7,170.0,2,1125,True,5,7,4.97,False,85.0,340,0.07,0.24,0.21,4.99,0.4,991.3013698630137
5263,53744594,0.75,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,2,1,1,7,96.0,4,1125,True,0,0,5.0,False,48.0,384,0.06,0.09,0.16,4.99,0.0,670.7671232876712
5266,53777552,0.4,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,1,149.0,5,15,True,1,0,5.0,False,74.5,745,0.07,0.14,0.18,4.99,0.0410958904109589,745.0
5267,53790852,0.66,False,Centrum-West,52.38,4.875,Entire home/apt,4,2,2,9,207.0,3,32,True,0,0,5.0,False,51.75,621,0.09,0.18,0.3,4.99,0.0,1035.6164383561643
5269,53803653,0.4,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,4,2,1,19,386.0,3,30,True,5,2,5.0,False,96.5,1158,0.08,0.27,0.35,4.99,0.9178082191780822,1963.013698630137
5270,53805044,0.48,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,2,13,415.0,5,10,True,9,1,4.82,True,103.75,2075,0.11,0.16,0.23,10.99,0.6410958904109589,2075.0
5271,53811328,0.78,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,9,186.0,6,21,True,0,1,4.25,False,93.0,1116,0.08,0.12,0.2,4.99,0.7315068493150685,928.4931506849315
